Cluster_ID	Cluster_Size	Phylum	Class	Order	Family	Genus	OTU_ID	primary_lifestyle	Fruitbody_type_template
c497	67	NA	NA	NA	NA	Saccharomycetes	Saccharomycetes	NA	NA
c498	66	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	Hypomyces	mycoparasite	perithecium_(hymenium_hidden,_narrow_opening)
c499	66	NA	NA	NA	NA	Mucoraceae	Mucoraceae	NA	NA
c500	66	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	Amphinema	ectomycorrhizal	corticioid
c501	66	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	Podospora_appendiculata	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c502	65	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Fayodia	Fayodia_gracilipes/bisphaerigera	litter_saprotroph	agaricoid
c503	65	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_cinerea_(coll.)	plant_pathogen	none
c504	65	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c505	65	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster	ectomycorrhizal	gasteroid-hypogeous
c506	65	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c507	65	NA	NA	NA	NA	Sebacinales	Sebacinales	NA	NA
c508	65	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c509	64	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c510	64	Basidiomycota	Tritirachiomycetes	Tritirachiales	Tritirachiaceae	Paratritirachium	Paratritirachium	soil_saprotroph	none
c511	64	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c512	64	NA	NA	NA	NA	Agaricomycotina	Agaricomycotina	NA	NA
c513	64	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c514	63	NA	NA	NA	NA	Ascomycota	Ascomycota	NA	NA
c515	63	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c516	63	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c517	63	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c518	63	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Leohumicola	Leohumicola	soil_saprotroph	none
c519	62	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Sarcoleotia	Sarcoleotia	soil_saprotroph	clavarioid
c520	62	NA	NA	NA	NA	Dothioraceae	Dothioraceae	NA	NA
c521	62	NA	NA	NA	NA	Rhytismatales	Rhytismatales	NA	NA
c522	62	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c523	62	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha	litter_saprotroph	apothecium_(hymenium_on_surface)
c524	61	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora	litter_saprotroph	0
c525	61	Ascomycota	Leotiomycetes	Helotiales	Leptodontidiaceae	Leptodontidium	Leptodontidium	litter_saprotroph	None
c526	61	NA	NA	NA	NA	Agaricomycetes	Agaricomycetes	NA	NA
c527	61	NA	NA	NA	NA	Sordariomycetes	Sordariomycetes	NA	NA
c528	61	NA	NA	NA	NA	Auriculariaceae	Auriculariaceae	NA	NA
c529	61	NA	NA	NA	NA	Hyaloscyphaceae	Hyaloscyphaceae	NA	NA
c530	60	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_isabellina	soil_saprotroph	none
c532	60	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c533	60	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	Hemimycena_pseudolactea	litter_saprotroph	agaricoid
c534	60	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c535	59	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c536	59	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania	Pseudoplectania	litter_saprotroph	apothecium_(hymenium_on_surface)
c537	59	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces_borealis	soil_saprotroph	none
c538	59	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius	ectomycorrhizal	agaricoid
c539	58	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Colpoma	Colpoma	litter_saprotroph	apothecium_(hymenium_on_surface)
c540	58	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_subnudipes	ectomycorrhizal	agaricoid
c541	58	NA	NA	NA	NA	Pucciniomycotina	Pucciniomycotina	NA	NA
c542	58	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta	unspecified_saprotroph	cleistothecium_(closed,_spherical)
c543	58	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c544	58	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_ferrugineovelatus	ectomycorrhizal	agaricoid
c545	58	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium_glutinans	dung_saprotroph	perithecium_(hymenium_hidden,_narrow_opening)
c546	57	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c547	57	NA	NA	NA	NA	GS11	GS11	NA	NA
c548	57	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c549	57	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia_juliae	wood_saprotroph	apothecium_(hymenium_on_surface)
c550	57	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Heydenia	Heydenia	litter_saprotroph	cleistothecium_(closed,_spherical)
c551	57	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion	plant_pathogen	polyporoid
c552	57	NA	NA	NA	NA	Tricholomataceae	Tricholomataceae	NA	NA
c553	56	NA	NA	NA	NA	GS22	GS22	NA	NA
c554	56	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c555	56	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c556	56	NA	NA	NA	NA	Basidiomycota	Basidiomycota	NA	NA
c557	56	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina	ectomycorrhizal	corticioid
c558	56	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c559	56	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c560	56	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_bainieri	soil_saprotroph	none
c561	56	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c562	56	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c563	56	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c564	55	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Chalara	Chalara_hyalocuspica	litter_saprotroph	None
c565	55	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lycoperdon	Lycoperdon_perlatum	litter_saprotroph	gasteroid
c566	55	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c567	54	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_tetramera	dung_saprotroph	cleistothecium_(closed,_spherical)
c568	54	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	Cenococcum_geophilum	ectomycorrhizal	None
c569	54	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c570	54	NA	NA	NA	NA	Mortierellaceae	Mortierellaceae	NA	NA
c571	54	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c572	54	NA	NA	NA	NA	Chytridiomycota	Chytridiomycota	NA	NA
c574	53	Ascomycota	Sordariomycetes	Sordariomycetes order incertae sedis	Sordariomycetes family incertae sedis	Clathrosporium	Clathrosporium_intricatum	litter_saprotroph	none
c575	52	NA	NA	NA	NA	GS18	GS18	NA	NA
c576	52	NA	NA	NA	NA	Hamatocanthoscyphacea	Hamatocanthoscyphacea	NA	NA
c577	52	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c578	51	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c579	51	Ascomycota	Leotiomycetes	Helotiales	Helotiales family incertae sedis	Crocicreas	Crocicreas	litter_saprotroph	apothecium_(hymenium_on_surface)
c580	51	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c581	51	NA	NA	NA	NA	Sordariomycetes	Sordariomycetes	NA	NA
c582	51	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_aureliella	litter_saprotroph	apothecium_(hymenium_on_surface)
c583	51	NA	NA	NA	NA	Tricholomataceae	Tricholomataceae	NA	NA
c584	50	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c585	50	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c586	50	NA	NA	NA	NA	Venturiaceae	Venturiaceae	NA	NA
c587	50	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita	root_endophyte	none
c589	50	NA	NA	NA	NA	Zoopagomycotina	Zoopagomycotina	NA	NA
c590	50	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Tephrocybe	Tephrocybe	soil_saprotroph	agaricoid
c592	50	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus	unspecified_saprotroph	none
c594	50	NA	NA	NA	NA	Pleosporales	Pleosporales	NA	NA
c595	49	NA	NA	NA	NA	Pleosporales	Pleosporales	NA	NA
c596	49	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c597	49	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_sulphurinus	ectomycorrhizal	agaricoid
c598	49	NA	NA	NA	NA	GS22	GS22	NA	NA
c599	49	NA	NA	NA	NA	Fungi	Fungi	NA	NA
c600	49	NA	NA	NA	NA	Helotiales	Helotiales	NA	NA
c602	49	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella	soil_saprotroph	none
c603	49	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium	unspecified_saprotroph	0
c604	48	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_proximella	ectomycorrhizal	agaricoid
c605	48	Basidiomycota	Agaricomycetes	Agaricales	Agaricales family incertae sedis	Clitocybe	Clitocybe_nebularis	litter_saprotroph	agaricoid
c606	48	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus	litter_saprotroph	apothecium_(hymenium_on_surface)
